title,directors,actors,genre,comb
murder 3,Vishesh Bhatt,Randeep Hooda   Aditi Rao Hydari   Sara Loren   Rajesh Shringarpore,Thriller,Vishesh Bhatt Randeep Hooda   Aditi Rao Hydari   Sara Loren   Rajesh Shringarpore Thriller
khwaabb,Zaid Ali Khan,Nafisa Ali   Simer Motiani   Bajrangbali Singh   Navdip Singh,Drama   Romance   Sport,Zaid Ali Khan Nafisa Ali   Simer Motiani   Bajrangbali Singh   Navdip Singh Drama   Romance   Sport
go goa gone,Krishna D.K.   Raj Nidimoru,Saif Ali Khan   Kunal Khemu   Vir Das   Anand Tiwari,Action   Adventure   Comedy,Krishna D.K.   Raj Nidimoru Saif Ali Khan   Kunal Khemu   Vir Das   Anand Tiwari Action   Adventure   Comedy
singh saab the great,Anil Sharma,Sunny Deol   Amrita Rao   Urvashi Rautela   Prakash Raj,Action   Drama,Anil Sharma Sunny Deol   Amrita Rao   Urvashi Rautela   Prakash Raj Action   Drama
rajjo,Vishwas Patil,Kangana Ranaut   Prakash Raj   Mahesh Manjrekar   Paras Arora,Drama   Romance,Vishwas Patil Kangana Ranaut   Prakash Raj   Mahesh Manjrekar   Paras Arora Drama   Romance
happy new year,Farah Khan,Shah Rukh Khan   Deepika Padukone   Vivaan Shah   Kareena Kapoor,Action   Comedy   Crime,Farah Khan Shah Rukh Khan   Deepika Padukone   Vivaan Shah   Kareena Kapoor Action   Comedy   Crime
grand masti,Indra Kumar,Ritesh Deshmukh   Vivek Oberoi   Aftab Shivdasani   Suresh Menon,Comedy   Drama   Romance,Indra Kumar Ritesh Deshmukh   Vivek Oberoi   Aftab Shivdasani   Suresh Menon Comedy   Drama   Romance
yamla pagla deewana 2,Sangeeth Sivan,Dharmendra   Sunny Deol   Bobby Deol   Neha Sharma,Action   Comedy   Drama,Sangeeth Sivan Dharmendra   Sunny Deol   Bobby Deol   Neha Sharma Action   Comedy   Drama
maazii,Jaideep Chopra,Mohammed Zeeshan Ayyub   Ashok Banthia   Devender Chaudhary   Manish Chaudhary,Thriller,Jaideep Chopra Mohammed Zeeshan Ayyub   Ashok Banthia   Devender Chaudhary   Manish Chaudhary Thriller
holiday,A.R. Murugadoss,Akshay Kumar   Sonakshi Sinha   Freddy Daruwala   Sumeet Raghvan,Action   Romance   Thriller,A.R. Murugadoss Akshay Kumar   Sonakshi Sinha   Freddy Daruwala   Sumeet Raghvan Action   Romance   Thriller
rajdhani express,Ashok Kohli,Ishrat Ali   Nishant Balgovind   Sayali Bhagat   Puja Bose,Action   Drama   Thriller,Ashok Kohli Ishrat Ali   Nishant Balgovind   Sayali Bhagat   Puja Bose Action   Drama   Thriller
boss,Anthony D'Souza,Akshay Kumar   Shiv Pandit   Mithun Chakraborty   Ronit Roy,Action   Comedy   Drama,Anthony D'Souza Akshay Kumar   Shiv Pandit   Mithun Chakraborty   Ronit Roy Action   Comedy   Drama
gulaab gang,Soumik Sen,Madhuri Dixit   Juhi Chawla   Divya Jagdale   Priyanka Bose,Action   Drama,Soumik Sen Madhuri Dixit   Juhi Chawla   Divya Jagdale   Priyanka Bose Action   Drama
gunday,Ali Abbas Zafar,Ranveer Singh   Arjun Kapoor   Priyanka Chopra   Irrfan Khan,Action   Crime   Drama,Ali Abbas Zafar Ranveer Singh   Arjun Kapoor   Priyanka Chopra   Irrfan Khan Action   Crime   Drama
besharam,Abhinav Kashyap,Ranbir Kapoor   Pallavi Sharda   Rishi Kapoor   Neetu Singh,Comedy   Romance,Abhinav Kashyap Ranbir Kapoor   Pallavi Sharda   Rishi Kapoor   Neetu Singh Comedy   Romance
mere haule dost,Nitin Raghunath,Aadil Abedi   Catherine Fallows   Kiran Gadalay   Raghuvardhan Garlapati,Comedy   Drama,Nitin Raghunath Aadil Abedi   Catherine Fallows   Kiran Gadalay   Raghuvardhan Garlapati Comedy   Drama
ragini mms 2,Bhushan Patel,Sunny Leone   Saahil Prem   Parvin Dabas   Sandhya Mridul,Horror   Romance   Thriller,Bhushan Patel Sunny Leone   Saahil Prem   Parvin Dabas   Sandhya Mridul Horror   Romance   Thriller
sona spa,Makrand Deshpande,Nivedita Bhattacharya   Devyani   Shailesh Hejmady   Neha Iyyer,Drama   Mystery   Thriller,Makrand Deshpande Nivedita Bhattacharya   Devyani   Shailesh Hejmady   Neha Iyyer Drama   Mystery   Thriller
lucky kabootar,Shammi Chhabra,Shradha Das   Eijaz Khan   Ravi Kishan   Atul Mathur,Comedy,Shammi Chhabra Shradha Das   Eijaz Khan   Ravi Kishan   Atul Mathur Comedy
pehli nazar ka pyaar,Arshad Khan   Arshad Khan,Vikas Anand   Sweety Chhabra   Farida Dadi   Raja Duggal,Romance,Arshad Khan   Arshad Khan Vikas Anand   Sweety Chhabra   Farida Dadi   Raja Duggal Romance
dehraadun diary,Milind Ukey,Rati Agnihotri   Neelima Azim   Rohit Bakshi   Vishal Bhosle,Thriller,Milind Ukey Rati Agnihotri   Neelima Azim   Rohit Bakshi   Vishal Bhosle Thriller
phata poster nikhla hero,Rajkumar Santoshi,Shahid Kapoor   Ileana   Padmini Kolhapure   Mukesh Tiwari,Action   Comedy,Rajkumar Santoshi Shahid Kapoor   Ileana   Padmini Kolhapure   Mukesh Tiwari Action   Comedy
jolly llb,Subhash Kapoor,Arshad Warsi   Amrita Rao   Boman Irani   Saurabh Shukla,Comedy   Drama,Subhash Kapoor Arshad Warsi   Amrita Rao   Boman Irani   Saurabh Shukla Comedy   Drama
jayantabhai ki luv story,Vinnil Markan,Zakir Hussain   Nasser   Vivek Oberoi   Neha Sharma,Action   Comedy   Romance,Vinnil Markan Zakir Hussain   Nasser   Vivek Oberoi   Neha Sharma Action   Comedy   Romance
gangoobai,Priya Krishnaswamy,Sarita Joshi   Purab Kohli   Mita Vasisht   Rajendranath Zutshi,Drama   Family,Priya Krishnaswamy Sarita Joshi   Purab Kohli   Mita Vasisht   Rajendranath Zutshi Drama   Family
super nani,Indra Kumar,Rekha   Sharman Joshi   Randhir Kapoor   Anupam Kher,Drama,Indra Kumar Rekha   Sharman Joshi   Randhir Kapoor   Anupam Kher Drama
rise of the zombie,Luke Kenny   Devaki Singh,Benjamin Gilani   Luke Kenny   Kirti Kulhari   Ashwin Mushran,Drama   Horror   Thriller,Luke Kenny   Devaki Singh Benjamin Gilani   Luke Kenny   Kirti Kulhari   Ashwin Mushran Drama   Horror   Thriller
the attacks of 26/11,Ram Gopal Varma,Nana Patekar   Atul Kulkarni   Ganesh Yadav   Ferzad Jehani,Drama,Ram Gopal Varma Nana Patekar   Atul Kulkarni   Ganesh Yadav   Ferzad Jehani Drama
dedh ishqiya,Abhishek Chaubey,Naseeruddin Shah   Madhuri Dixit   Arshad Warsi   Huma Qureshi,Comedy   Drama   Romance,Abhishek Chaubey Naseeruddin Shah   Madhuri Dixit   Arshad Warsi   Huma Qureshi Comedy   Drama   Romance
sulemani keeda,Amit Masurkar,Naveen Kasturia   Mayank Tewari   Aditi Vasudev   Karan Mirchandani,Comedy   Romance,Amit Masurkar Naveen Kasturia   Mayank Tewari   Aditi Vasudev   Karan Mirchandani Comedy   Romance
mumbai 125 km 3d,Hemant Madhukar,Aparna Bajpai   Karanvir Bohra   Joe Debroy   Veena Malik,Horror,Hemant Madhukar Aparna Bajpai   Karanvir Bohra   Joe Debroy   Veena Malik Horror
john day,Ahishor Solomon,Naseeruddin Shah   Randeep Hooda   Taran Bajaj   Harsh Chhaya,Drama,Ahishor Solomon Naseeruddin Shah   Randeep Hooda   Taran Bajaj   Harsh Chhaya Drama
rangrezz,Priyadarshan,Jacky Bhagnani   Priya Anand   Rajpal Yadav   Amitosh Nagpal,Action  Drama  Adventure,Priyadarshan Jacky Bhagnani   Priya Anand   Rajpal Yadav   Amitosh Nagpal Action  Drama  Adventure
total chaos,Eeshwar Nivas,Ali Zafar   Yami Gautam   Anupam Kher   Kiron Kher,Comedy   Drama   Romance,Eeshwar Nivas Ali Zafar   Yami Gautam   Anupam Kher   Kiron Kher Comedy   Drama   Romance
main tera hero,David Dhawan,Salman Khan   Ileana   Anupam Kher   Varun Dhawan,Action   Comedy   Romance,David Dhawan Salman Khan   Ileana   Anupam Kher   Varun Dhawan Action   Comedy   Romance
badlapur boys,Shailesh Verma,Annu Kapoor   Anupam Maanav   Saranya Mohan   Nishan,Drama,Shailesh Verma Annu Kapoor   Anupam Maanav   Saranya Mohan   Nishan Drama
mickey virus,Saurabh Varma,Manish Paul   Dean Alexandrou   Elli Avram   Varun Badola,Comedy   Thriller,Saurabh Varma Manish Paul   Dean Alexandrou   Elli Avram   Varun Badola Comedy   Thriller
bombay talkies,Zoya Akhtar   Dibakar Banerjee   Karan Johar   Anurag Kashyap,Rani Mukerji   Randeep Hooda   Saqib Saleem   Nawazuddin Siddiqui,Drama,Zoya Akhtar   Dibakar Banerjee   Karan Johar   Anurag Kashyap Rani Mukerji   Randeep Hooda   Saqib Saleem   Nawazuddin Siddiqui Drama
chhota bheem and the curse of damyaan,Rajiv Chilaka,Jigna Bhardwaj   Chutki   Kaustav Ghosh   Rajesh Kava,Animation   Adventure   Fantasy,Rajiv Chilaka Jigna Bhardwaj   Chutki   Kaustav Ghosh   Rajesh Kava Animation   Adventure   Fantasy
aurangzeb,Atul Sabharwal,Arjun Kapoor   Prithviraj Sukumaran   Jackie Shroff   Rishi Kapoor,Action   Drama   Thriller,Atul Sabharwal Arjun Kapoor   Prithviraj Sukumaran   Jackie Shroff   Rishi Kapoor Action   Drama   Thriller
fukrey,Mrigdeep Singh Lamba,Priya Anand   Richa Chadda   Kapil Dubey   Ali Fazal,Comedy   Drama   Romance,Mrigdeep Singh Lamba Priya Anand   Richa Chadda   Kapil Dubey   Ali Fazal Comedy   Drama   Romance
gippi,Sonam Nair,Divya Dutta   Arbaz Kadwani   Taaha Shah   Doorva Tripathi,Comedy   Drama,Sonam Nair Divya Dutta   Arbaz Kadwani   Taaha Shah   Doorva Tripathi Comedy   Drama
shree,Rajesh Bachchani,Hussain Kuwajerwala   Paresh Ganatra   Rio Kapadia   Shivani Tanksale,Sci-Fi,Rajesh Bachchani Hussain Kuwajerwala   Paresh Ganatra   Rio Kapadia   Shivani Tanksale Sci-Fi
bajatey raho,Shashant Shah,Tusshar Kapoor   Vinay Pathak   Ranvir Shorey   Vishakha Singh,Comedy   Drama   Thriller,Shashant Shah Tusshar Kapoor   Vinay Pathak   Ranvir Shorey   Vishakha Singh Comedy   Drama   Thriller
madras cafe,Shoojit Sircar,John Abraham   Nargis Fakhri   Rashi Khanna   Avijit Dutt,Action   Drama   History,Shoojit Sircar John Abraham   Nargis Fakhri   Rashi Khanna   Avijit Dutt Action   Drama   History
saare jahaan se mehnga...,Anshul Sharma,Sanjai Mishra   Vishwa S. Badola   Ranjan Chhabra   Zakir Hussain,Comedy   Drama,Anshul Sharma Sanjai Mishra   Vishwa S. Badola   Ranjan Chhabra   Zakir Hussain Comedy   Drama
policegiri,K.S. Ravikumar,Sanjay Dutt   Prachi Desai   Prakash Raj   Om Puri,Action   Comedy   Drama,K.S. Ravikumar Sanjay Dutt   Prachi Desai   Prakash Raj   Om Puri Action   Comedy   Drama
sonali cable,Charudutt Acharya,Rhea Chakraborty   Ali Fazal   Smita Jaykar   Raghav Juyal,Drama,Charudutt Acharya Rhea Chakraborty   Ali Fazal   Smita Jaykar   Raghav Juyal Drama
mr joe b. carvalho,Samir Tewari,Arshad Warsi   Soha Ali Khan   Rajesh Balwani   Geeta Basra,Comedy,Samir Tewari Arshad Warsi   Soha Ali Khan   Rajesh Balwani   Geeta Basra Comedy
bang bang,Siddharth Anand,Hrithik Roshan   Katrina Kaif   Pavan Malhotra   Danny Denzongpa,Action   Adventure   Comedy,Siddharth Anand Hrithik Roshan   Katrina Kaif   Pavan Malhotra   Danny Denzongpa Action   Adventure   Comedy
paranthe wali gali,Sachin Gupta,Mohinder Gujral   Yuvraj Haral   Vijayant Kohli   Neha Pawar,Drama   Romance,Sachin Gupta Mohinder Gujral   Yuvraj Haral   Vijayant Kohli   Neha Pawar Drama   Romance
ankur arora murder case,Sohail Tatari,Tisca Chopra   Paoli Dam   Arjun Mathur   Kay Kay Menon,Drama   Thriller,Sohail Tatari Tisca Chopra   Paoli Dam   Arjun Mathur   Kay Kay Menon Drama   Thriller
zindagi 50 50,Rajiv S. Ruia,Swati Aggarwal   Arya Babbar   Kurush Deboo   Adi Irani,Drama,Rajiv S. Ruia Swati Aggarwal   Arya Babbar   Kurush Deboo   Adi Irani Drama
enemmy,Ashu Trikha,Mimoh Chakraborty   Mithun Chakraborty   Yuvika Chaudhry   Zakir Hussain,Action   Crime   Drama,Ashu Trikha Mimoh Chakraborty   Mithun Chakraborty   Yuvika Chaudhry   Zakir Hussain Action   Crime   Drama
it's rocking: dard-e-disco,Ashok Tyagi,Asrani   Arun Bakshi   Dinesh Hingoo   Preeti Jain,Comedy,Ashok Tyagi Asrani   Arun Bakshi   Dinesh Hingoo   Preeti Jain Comedy
one by two,Devika Bhagat,Abhay Deol   Preeti Desai   Lillete Dubey   Rati Agnihotri,Comedy   Drama   Romance,Devika Bhagat Abhay Deol   Preeti Desai   Lillete Dubey   Rati Agnihotri Comedy   Drama   Romance
sixteen,Raj Purohit,Wamiqa Gabbi   Izabelle Liete   Mehak Manwani   Highphill Mathew,Drama   Romance   Thriller,Raj Purohit Wamiqa Gabbi   Izabelle Liete   Mehak Manwani   Highphill Mathew Drama   Romance   Thriller
lakshmi,Nagesh Kukunoor,Vibha Chhibber   Ram Kapoor   Satish Kaushik   Gulfam Khan,Drama,Nagesh Kukunoor Vibha Chhibber   Ram Kapoor   Satish Kaushik   Gulfam Khan Drama
entertainment,Farhad   Sajid,Akshay Kumar   Tamannaah Bhatia   Johnny Lever   Prakash Raj,Comedy,Farhad   Sajid Akshay Kumar   Tamannaah Bhatia   Johnny Lever   Prakash Raj Comedy
highway,Imtiaz Ali,Alia Bhatt   Randeep Hooda   Durgesh Kumar   Arjun Malhotra,Drama   Romance,Imtiaz Ali Alia Bhatt   Randeep Hooda   Durgesh Kumar   Arjun Malhotra Drama   Romance
shuddh desi romance,Maneesh Sharma,Sushant Singh Rajput   Parineeti Chopra   Vaani Kapoor   Rishi Kapoor,Comedy   Drama   Romance,Maneesh Sharma Sushant Singh Rajput   Parineeti Chopra   Vaani Kapoor   Rishi Kapoor Comedy   Drama   Romance
kuku mathur ki jhand ho gayi,Aman Sachdeva,Siddharth Gupta   Simran Kaur Mundi   Pallavi Batra   Roopa Ganguly,Comedy   Romance,Aman Sachdeva Siddharth Gupta   Simran Kaur Mundi   Pallavi Batra   Roopa Ganguly Comedy   Romance
mary kom,Omung Kumar,Priyanka Chopra   Zachary Coffin   Darshan Kumaar   Darshan Kumar,Biography   Drama   Sport,Omung Kumar Priyanka Chopra   Zachary Coffin   Darshan Kumaar   Darshan Kumar Biography   Drama   Sport
sooper se ooper,Shekhar Ghosh,Tinnu Anand   Mahesh Balraj   Mithilesh Chaturvedi   Vir Das,Comedy,Shekhar Ghosh Tinnu Anand   Mahesh Balraj   Mithilesh Chaturvedi   Vir Das Comedy
happy ending,Krishna D.K.   Raj Nidimoru,Saif Ali Khan   Ileana   Kalki Koechlin   Ranvir Shorey,Comedy   Romance,Krishna D.K.   Raj Nidimoru Saif Ali Khan   Ileana   Kalki Koechlin   Ranvir Shorey Comedy   Romance
chaarfutiya chhokare,Manish Harishankar,Soha Ali Khan   Zakir Hussain   Seema Biswas   Mukesh Tiwari,Drama   Thriller,Manish Harishankar Soha Ali Khan   Zakir Hussain   Seema Biswas   Mukesh Tiwari Drama   Thriller
lakeer ka fakeer,Zubair Khan,Vicky Ahuja   Ajaz Khan   Maarisha   Javed Rizvi,Crime,Zubair Khan Vicky Ahuja   Ajaz Khan   Maarisha   Javed Rizvi Crime
humshakals,Sajid Khan,Saif Ali Khan   Ritesh Deshmukh   Ram Kapoor   Bipasha Basu,Comedy,Sajid Khan Saif Ali Khan   Ritesh Deshmukh   Ram Kapoor   Bipasha Basu Comedy
kaanchi,Subhash Ghai,Kartik Tiwari   Mishti   Rishi Kapoor   Mithun Chakraborty,Drama   Musical   Romance,Subhash Ghai Kartik Tiwari   Mishti   Rishi Kapoor   Mithun Chakraborty Drama   Musical   Romance
nasha,Amit Saxena,Ranbir Chakma   Nikhil Desai   Raj Kesaria   Rohan Khurana,Drama   Romance   Thriller,Amit Saxena Ranbir Chakma   Nikhil Desai   Raj Kesaria   Rohan Khurana Drama   Romance   Thriller
tara: the journey of love and passion,Kumar Raj,Brijesh Kori   Sapna Choubisa   Shreechand Makhija   Rohit Raj,Drama,Kumar Raj Brijesh Kori   Sapna Choubisa   Shreechand Makhija   Rohit Raj Drama
manjunath,Sandeep A. Varma,Anjori Alagh   Karan Ashar   Asif Basra   Seema Biswas,Drama,Sandeep A. Varma Anjori Alagh   Karan Ashar   Asif Basra   Seema Biswas Drama
satya 2,Ram Gopal Varma,Puneet Singh Ratn   Sharvanand   Anaika Soti   Mahesh Thakur,Crime,Ram Gopal Varma Puneet Singh Ratn   Sharvanand   Anaika Soti   Mahesh Thakur Crime
warning,Gurmeett Singh,Santosh Barmola   Jitin Gulati   Manjari Phadnis   Suzana Rodrigues,Adventure   Thriller,Gurmeett Singh Santosh Barmola   Jitin Gulati   Manjari Phadnis   Suzana Rodrigues Adventure   Thriller
heropanti,Sabir Khan,Tiger Shroff   Kriti Sanon   Parth Akerkar   Anuradha Chandan,Action   Romance,Sabir Khan Tiger Shroff   Kriti Sanon   Parth Akerkar   Anuradha Chandan Action   Romance
finding fanny,Homi Adajania,Deepika Padukone   Arjun Kapoor   Naseeruddin Shah   Dimple Kapadia,Comedy   Drama   Romance,Homi Adajania Deepika Padukone   Arjun Kapoor   Naseeruddin Shah   Dimple Kapadia Comedy   Drama   Romance
ooops a desi,C. Jenner Jose,BuAli Shah   Pragathi Yadhati   Adnan Khalid   C. Jenner Jose,Thriller,C. Jenner Jose BuAli Shah   Pragathi Yadhati   Adnan Khalid   C. Jenner Jose Thriller
meinu ek ladki chaahiye,Abhishek Bindal,Raghuvir Yadav   Zakir Hussain   Yatin Karyekar   Irfan Raza Khan,Drama,Abhishek Bindal Raghuvir Yadav   Zakir Hussain   Yatin Karyekar   Irfan Raza Khan Drama
raqt,Adi Irani   Shiva Rindan,Shweta Bhardwaj   Gulshan Grover   Adi Irani   Farida Jalal,Thriller,Adi Irani   Shiva Rindan Shweta Bhardwaj   Gulshan Grover   Adi Irani   Farida Jalal Thriller
hasee toh phasee,Vinil Matthew,Sidharth Malhotra   Parineeti Chopra   Adah Sharma   Manoj Joshi,Comedy   Romance,Vinil Matthew Sidharth Malhotra   Parineeti Chopra   Adah Sharma   Manoj Joshi Comedy   Romance
horror story,Ayush Raina,Aparna Bajpai   Ravish Desai   Karan Kundra   Nandini Vaid,Horror,Ayush Raina Aparna Bajpai   Ravish Desai   Karan Kundra   Nandini Vaid Horror
le gaya saddam,Amjad Khan,Shahbaz Baweja   Umesh Gautam   Nandini Jumani   Ravindra Kale,Comedy,Amjad Khan Shahbaz Baweja   Umesh Gautam   Nandini Jumani   Ravindra Kale Comedy
say yes to love,Marukh Mirza Beig,Nazia Hussain   Salim Khan   Aasad Mirza   Saira Mirza,Romance,Marukh Mirza Beig Nazia Hussain   Salim Khan   Aasad Mirza   Saira Mirza Romance
shorts,Neeraj Ghaywan   Siddharth Gupt   Rohit Pandey   Anirban Roy   Shlok Sharma,Satyakam Anand   Aparajit Bhattacharjee   Richa Chadda   Aditi Khanna,Drama,Neeraj Ghaywan   Siddharth Gupt   Rohit Pandey   Anirban Roy   Shlok Sharma Satyakam Anand   Aparajit Bhattacharjee   Richa Chadda   Aditi Khanna Drama
bin phere free me tere,Manoj Sharma,Ashrita Agarwal   Arsh Deol   Manoj Joshi   Hemant Pandey,Comedy,Manoj Sharma Ashrita Agarwal   Arsh Deol   Manoj Joshi   Hemant Pandey Comedy
revolver rani,Sai Kabir,Kangana Ranaut   Vir Das   Zakir Hussain   Jami Jafry,Action   Comedy   Crime,Sai Kabir Kangana Ranaut   Vir Das   Zakir Hussain   Jami Jafry Action   Comedy   Crime
shaadi ke side effects,Saket Chaudhary,Farhan Akhtar   Vidya Balan   Vir Das   Ram Kapoor,Comedy   Romance,Saket Chaudhary Farhan Akhtar   Vidya Balan   Vir Das   Ram Kapoor Comedy   Romance
ya rab,Hasnain Hyderabadwala,Indrapal Ahuja   Neha Baam   Vikram Dahiya   Rakesh Deewana,Drama,Hasnain Hyderabadwala Indrapal Ahuja   Neha Baam   Vikram Dahiya   Rakesh Deewana Drama
jackpot,Kaizad Gustad,Naseeruddin Shah   Sunny Leone   Sachiin Joshi   Bharath Niwas,Comedy   Thriller,Kaizad Gustad Naseeruddin Shah   Sunny Leone   Sachiin Joshi   Bharath Niwas Comedy   Thriller
titoo mba,Vats Amit,Nishant Dahiya   Pragya Jaiswal,Comedy,Vats Amit Nishant Dahiya   Pragya Jaiswal Comedy
queen,Vikas Bahl,Kangana Ranaut   Rajkummar Rao   Lisa Haydon   Mish Boyko,Adventure   Comedy   Drama,Vikas Bahl Kangana Ranaut   Rajkummar Rao   Lisa Haydon   Mish Boyko Adventure   Comedy   Drama
chhota bheem and the throne of bali,Rajiv Chilaka,Rupa Bhimani   Vivaan Bhimani   Parignya Pandya Shah,Animation,Rajiv Chilaka Rupa Bhimani   Vivaan Bhimani   Parignya Pandya Shah Animation
heartless,Shekhar Suman,Adhyayan Suman   Ariana Ayam   Deepti Naval   Om Puri,Drama   Family   Romance,Shekhar Suman Adhyayan Suman   Ariana Ayam   Deepti Naval   Om Puri Drama   Family   Romance
what the fish,Gurmmeet Singh,Manu Rishi Chadha   Naresh Gosain   Dimple Kapadia   Deepti Pujari,Adventure   Comedy   Drama,Gurmmeet Singh Manu Rishi Chadha   Naresh Gosain   Dimple Kapadia   Deepti Pujari Adventure   Comedy   Drama
bobby jasoos,Samar Shaikh,Vidya Balan   Ali Fazal   Mahima A   Abhishek C,Comedy   Drama   Thriller,Samar Shaikh Vidya Balan   Ali Fazal   Mahima A   Abhishek C Comedy   Drama   Thriller
ungli,Renzil D'Silva,Emraan Hashmi   Kangana Ranaut   Sanjay Dutt   Randeep Hooda,Comedy   Drama   Thriller,Renzil D'Silva Emraan Hashmi   Kangana Ranaut   Sanjay Dutt   Randeep Hooda Comedy   Drama   Thriller
children of war,Mrityunjay Devvrat,Farooq Shaikh   Victor Banerjee   Pavan Malhotra   Indraneil Sengupta,Drama   History   War,Mrityunjay Devvrat Farooq Shaikh   Victor Banerjee   Pavan Malhotra   Indraneil Sengupta Drama   History   War
kill dil,Shaad Ali,Ranveer Singh   Ali Zafar   Parineeti Chopra   Govinda,Action   Crime   Drama,Shaad Ali Ranveer Singh   Ali Zafar   Parineeti Chopra   Govinda Action   Crime   Drama
yaariyan,Divya Khosla,Himansh Kohli   Vivek Bhatnagar   Nicole Faria   Gulshan Grover,Drama   Romance,Divya Khosla Himansh Kohli   Vivek Bhatnagar   Nicole Faria   Gulshan Grover Drama   Romance
haider,Vishal Bhardwaj,Tabu   Shahid Kapoor   Shraddha Kapoor   Kay Kay Menon,Crime   Drama   Romance,Vishal Bhardwaj Tabu   Shahid Kapoor   Shraddha Kapoor   Kay Kay Menon Crime   Drama   Romance
daawat-e-ishq,Habib Faisal,Aditya Roy Kapoor   Parineeti Chopra   Anupam Kher,Comedy   Drama   Romance,Habib Faisal Aditya Roy Kapoor   Parineeti Chopra   Anupam Kher Comedy   Drama   Romance
mahabharat,Amaan Khan,Amitabh Bachchan   Ajay Devgn   Vidya Balan   Sunny Deol,Animation   Action,Amaan Khan Amitabh Bachchan   Ajay Devgn   Vidya Balan   Sunny Deol Animation   Action
babloo happy hai,Nila Madhab Panda,Sahil Anand   Parvin Dabas   Erica Fernandes   Preet Kamal,Comedy   Drama   Romance,Nila Madhab Panda Sahil Anand   Parvin Dabas   Erica Fernandes   Preet Kamal Comedy   Drama   Romance
darr @ the mall,Pawan Kripalani,Jimmy Shergill   Nushrat Bharucha   Arif Zakaria   Asif Basra,Horror   Thriller,Pawan Kripalani Jimmy Shergill   Nushrat Bharucha   Arif Zakaria   Asif Basra Horror   Thriller
karle pyaar karle,Rajesh Pandey,Shiv Darshan   Hasleen Kaur   Aham Sharma   Tanya Malik,Action   Romance,Rajesh Pandey Shiv Darshan   Hasleen Kaur   Aham Sharma   Tanya Malik Action   Romance
o teri,Umesh Bist,Pulkit Samrat   Bilal Amrohi   Sarah-Jane Dias   Mandira Bedi,Comedy   Drama,Umesh Bist Pulkit Samrat   Bilal Amrohi   Sarah-Jane Dias   Mandira Bedi Comedy   Drama
bewakoofiyaan,Nupur Asthana,Ayushmann Khurrana   Sonam Kapoor   Rishi Kapoor   Swedha Singh,Comedy   Drama   Romance,Nupur Asthana Ayushmann Khurrana   Sonam Kapoor   Rishi Kapoor   Swedha Singh Comedy   Drama   Romance
